transaction_id,date,department,category,description,transaction_type,amount,currency,status
TXN-263961,2023-01-15,Legal,Service Revenue,Service Revenue related to Legal,Revenue,40933.38,GBP,Completed
TXN-198295,2023-11-18,Finance,Travel,Travel related to Finance,Expense,36641.28,USD,Completed
TXN-553592,2025-06-06,Customer Support,Procurement,Procurement related to Customer Support,Expense,30704.41,USD,Completed
TXN-340517,2024-05-28,Logistics,Marketing,Marketing related to Logistics,Expense,43467.63,USD,Completed
TXN-297680,2023-03-17,Sales,Utilities,Utilities related to Sales,Expense,45807.26,EUR,Completed
TXN-179949,2025-10-09,Sales,Software,Software related to Sales,Expense,30296.95,USD,Completed
TXN-338384,17/02/2025,IT,Other Revenue,Other Revenue related to IT,Revenue,"$32,326.21",USD,Completed
TXN-854049,2025-04-30,Finance,Logistics,Logistics related to Finance,Expense,47005.34,USD,Completed
TXN-972205,2023-09-28,Procurement,Marketing,Marketing related to Procurement,Expense,31196.20,EUR,Completed
TXN-484194,2025-09-02,Finance,Travel,Travel related to Finance,Expense,7800.02,USD,Completed
TXN-562063,2025-05-16,Customer Support,Service Revenue,Service Revenue related to Customer Support,Revenue,"$117,334.79",USD,Completed
TXN-771351,2023-03-21,Logistics,Cloud Infrastructure,Cloud Infrastructure related to Logistics,Expense,24863.05,USD,Completed
TXN-728628,2024-02-13,Logistics,Office,Office related to Logistics,Expense,12314.69,USD,Completed
TXN-762641,2025-05-23,Marketing,Other Revenue,Other Revenue related to Marketing,Revenue,84976.88,EUR,Completed
TXN-400752,2024-05-07,Procurement,Consulting Revenue,Consulting Revenue related to Procurement,Revenue,119783.53,USD,Completed
TXN-613937,2023-06-14,Marketing,Other Revenue,Other Revenue related to Marketing,Revenue,46427.48,USD,Completed
TXN-736453,2024-05-03,Legal,Other Revenue,Other Revenue related to Legal,Revenue,137097.09,GBP,Completed
TXN-227119,21/01/2023,Legal,Travel,Travel related to Legal,Expense,18375.15,GBP,Completed
TXN-470385,2023-04-09,R&D,Subscription Revenue,Subscription Revenue related to R&D,Revenue,71246.73,GBP,Completed
TXN-320704,2023-10-24,Finance,Travel,Travel related to Finance,Expense,32094.35,USD,Completed
TXN-289790,2024-09-19,Operations,Salaries,Salaries related to Operations,Expense,23056.67,USD,Completed
TXN-317459,2024-06-25,Finance,Other Revenue,Other Revenue related to Finance,Revenue,42671.33,USD,Completed
TXN-726489,2025-11-10,IT,Software,Software related to IT,Expense,22345.20,USD,Completed
TXN-282664,2025-02-03,HR,Office,Office related to HR,Expense,44148.48,USD,Completed
TXN-901993,2024-08-30,Legal,Utilities,Utilities related to Legal,Expense,43789.01,USD,Completed
TXN-411845,01/07/2025,Operations,Software,Software related to Operations,Expense,30937.21,USD,Completed
TXN-537077,12/01/2025,Customer Support,Service Revenue,Service Revenue related to Customer Support,Revenue,147502.88,USD,Completed
TXN-340521,2024-12-29,Procurement,Service Revenue,Service Revenue related to Procurement,Revenue,10645.59,USD,Completed
TXN-668519,2025-05-22,Customer Support,Product Sales,Product Sales related to Customer Support,Revenue,110507.34,USD,Completed
TXN-285379,2023-09-03,HR,Salaries,Salaries related to HR,Expense,45417.47,USD,Completed
TXN-266355,2023-06-14,Finance,Other Revenue,Other Revenue related to Finance,Revenue,27595.20,EUR,Completed
TXN-171086,2023-07-25,Marketing,Other Revenue,Other Revenue related to Marketing,Revenue,30199.54,USD,Completed
TXN-781786,29/06/2025,Operations,Logistics,Logistics related to Operations,Expense,19490.71,EUR,Completed
TXN-725015,18/04/2024,Logistics,Logistics,Logistics related to Logistics,Expense,48422.32,USD,Completed
TXN-983949,2024-09-02,Administration,Logistics,Logistics related to Administration,Expense,3435.02,GBP,Completed
TXN-448284,2023-06-26,Legal,Logistics,Logistics related to Legal,Expense,14871.56,USD,Completed
TXN-913534,2023-12-02,R&D,Salaries,Salaries related to R&D,Expense,43881.88,GBP,Completed
TXN-107707,2025-07-02,HR,Software,Software related to HR,Expense,14845.19,USD,Completed
TXN-303859,06/02/2025,Customer Support,Service Revenue,Service Revenue related to Customer Support,Revenue,41576.02,USD,Completed
TXN-746275,2025-11-29,Logistics,Office,Office related to Logistics,Expense,3575.72,USD,Completed
TXN-783111,2025-12-17,HR,Professional Services,Professional Services related to HR,Expense,23323.52,GBP,Completed
TXN-812079,2025-04-27,IT,Logistics,Logistics related to IT,Expense,"$11,069.95",USD,Completed
TXN-352103,09/11/2025,IT,Other Revenue,Other Revenue related to IT,Revenue,118929.07,USD,Completed
TXN-466304,2024-09-26,R&D,Other Revenue,Other Revenue related to R&D,Revenue,109612.06,USD,Completed
TXN-436503,01/05/2023,Operations,Marketing,Marketing related to Operations,Expense,26826.82,USD,Completed
TXN-624849,2025-02-23,Legal,Subscription Revenue,Subscription Revenue related to Legal,Revenue,7603.65,USD,Completed
TXN-829250,2023-05-28,IT,Consulting Revenue,Consulting Revenue related to IT,Revenue,122690.28,USD,Completed
TXN-921810,17/05/2025,Logistics,Cloud Infrastructure,Cloud Infrastructure related to Logistics,Expense,47585.09,EUR,Completed
TXN-612845,2023-12-29,HR,Subscription Revenue,Subscription Revenue related to HR,Revenue,"$123,765.65",USD,Completed
TXN-348920,2025-10-01,R&D,Office,Office related to R&D,Expense,22284.63,GBP,Completed
TXN-772007,2024-11-09,Sales,Cloud Infrastructure,Cloud Infrastructure related to Sales,Expense,24971.87,GBP,Completed
TXN-564259,2023-01-03,Legal,Consulting Revenue,Consulting Revenue related to Legal,Revenue,126725.74,USD,Completed
TXN-119563,2025-09-03,Finance,Product Sales,Product Sales related to Finance,Revenue,120557.46,USD,Completed
TXN-336532,2024-11-05,R&D,Subscription Revenue,Subscription Revenue related to R&D,Revenue,58947.10,GBP,Completed
TXN-425173,2025-03-21,HR,Product Sales,Product Sales related to HR,Revenue,"$128,961.42",USD,Completed
TXN-841675,2023-11-29,Administration,Marketing,Marketing related to Administration,Expense,40182.15,USD,Completed
TXN-841675,2023-11-29,Administration,Marketing,Marketing related to Administration,Expense,40182.15,USD,Completed
TXN-153897,13/02/2024,Sales,Service Revenue,Service Revenue related to Sales,Revenue,103720.45,USD,Completed
TXN-682221,2023-12-26,Marketing,Product Sales,Product Sales related to Marketing,Revenue,74426.32,USD,Completed
TXN-233042,2025-03-16,IT,Consulting Revenue,Consulting Revenue related to IT,Revenue,53080.39,EUR,Completed
TXN-411222,2024-06-01,Operations,Service Revenue,Service Revenue related to Operations,Revenue,74258.92,USD,Completed
TXN-632816,2024-08-16,R&D,Professional Services,Professional Services related to R&D,Expense,17513.22,USD,Completed
TXN-705892,2024-08-19,Logistics,Consulting Revenue,Consulting Revenue related to Logistics,Revenue,142813.83,GBP,Completed
TXN-577539,2023-02-11,Procurement,Training,Training related to Procurement,Expense,33114.14,USD,Completed
TXN-150556,02/11/2024,Finance,Travel,Travel related to Finance,Expense,35255.56,EUR,Completed
TXN-944441,2025-06-10,HR,Consulting Revenue,Consulting Revenue related to HR,Revenue,31604.33,GBP,Completed
TXN-571045,2024-11-16,Legal,Logistics,Logistics related to Legal,Expense,"$13,505.81",USD,Completed
TXN-571045,2024-11-16,Legal,Logistics,Logistics related to Legal,Expense,"$13,505.81",USD,Completed
TXN-486299,2025-09-06,Operations,Service Revenue,Service Revenue related to Operations,Revenue,123125.33,USD,Completed
TXN-568284,2024-11-30,Operations,Service Revenue,Service Revenue related to Operations,Revenue,10424.16,USD,Completed
TXN-383940,2023-06-22,HR,Service Revenue,Service Revenue related to HR,Revenue,"$99,861.66",USD,Completed
TXN-203155,14/12/2024,Sales,Consulting Revenue,Consulting Revenue related to Sales,Revenue,74848.50,USD,Completed
TXN-529679,2024-07-01,IT,Utilities,Utilities related to IT,Expense,49074.88,USD,Completed
TXN-161071,2023-05-29,Logistics,Travel,Travel related to Logistics,Expense,"$39,194.21",USD,Completed
TXN-286504,2023-07-03,HR,Other Revenue,Other Revenue related to HR,Revenue,62541.73,USD,Completed
TXN-499380,03/12/2024,Operations,Subscription Revenue,Subscription Revenue related to Operations,Revenue,70599.12,USD,Completed
TXN-781321,2024-11-20,Administration,Procurement,Procurement related to Administration,Expense,29586.45,GBP,Completed
TXN-168301,2023-05-26,Operations,Consulting Revenue,Consulting Revenue related to Operations,Revenue,75078.91,USD,Completed
TXN-362159,18/06/2024,R&D,Product Sales,Product Sales related to R&D,Revenue,34914.73,USD,Completed
TXN-249649,16/08/2023,Administration,Training,Training related to Administration,Expense,35218.73,USD,Completed
TXN-522784,2025-10-31,Customer Support,Consulting Revenue,Consulting Revenue related to Customer Support,Revenue,16599.59,GBP,Completed
TXN-687223,2024-04-14,Finance,Utilities,Utilities related to Finance,Expense,24071.07,USD,Completed
TXN-487574,2023-08-08,Logistics,Maintenance,Maintenance related to Logistics,Expense,4626.14,USD,Completed
TXN-513263,2023-08-02,Administration,Subscription Revenue,Subscription Revenue related to Administration,Revenue,13100.65,USD,Completed
TXN-483599,11/05/2023,Procurement,Product Sales,Product Sales related to Procurement,Revenue,114656.22,USD,Completed
TXN-135041,2024-03-24,Marketing,Software,Software related to Marketing,Expense,26032.55,GBP,Completed
TXN-394578,2025-08-16,Sales,Procurement,Procurement related to Sales,Expense,39375.75,USD,Completed
TXN-748393,2023-11-29,HR,Product Sales,Product Sales related to HR,Revenue,34801.26,USD,Completed
TXN-416234,2023-01-01,Finance,Product Sales,Product Sales related to Finance,Revenue,118972.79,USD,Completed
TXN-724210,2025-04-23,Sales,Logistics,Logistics related to Sales,Expense,21055.06,USD,Completed
TXN-327076,2025-12-08,HR,Product Sales,Product Sales related to HR,Revenue,21704.76,USD,Completed
TXN-636142,2023-02-01,Sales,Professional Services,Professional Services related to Sales,Expense,"$28,159.42",USD,Completed
TXN-202777,2023-12-02,Administration,Professional Services,Professional Services related to Administration,Expense,18898.18,USD,Completed
TXN-841003,2025-06-15,Logistics,Marketing,Marketing related to Logistics,Expense,19720.80,USD,Completed
TXN-193643,24/10/2025,IT,Consulting Revenue,Consulting Revenue related to IT,Revenue,207421.57,USD,Completed
TXN-399742,2024-07-11,R&D,Procurement,Procurement related to R&D,Expense,8335.35,USD,Completed
TXN-925438,2025-06-12,Customer Support,Maintenance,Maintenance related to Customer Support,Expense,"$25,378.19",USD,Completed
TXN-992579,2024-05-04,Legal,Software,Software related to Legal,Expense,16426.82,USD,Completed
TXN-993390,2024-01-14,HR,Consulting Revenue,Consulting Revenue related to HR,Revenue,133150.31,USD,Completed
TXN-503897,2025-06-14,Administration,Marketing,Marketing related to Administration,Expense,37634.82,USD,Completed
TXN-902493,2024-09-07,IT,Other Revenue,Other Revenue related to IT,Revenue,"$145,858.41",USD,Completed
TXN-850968,21/06/2023,Finance,Maintenance,Maintenance related to Finance,Expense,"$46,138.06",USD,Completed
TXN-331043,2025-11-28,Administration,Subscription Revenue,Subscription Revenue related to Administration,Revenue,205849.43,USD,Completed
TXN-431215,14/06/2024,Customer Support,Subscription Revenue,Subscription Revenue related to Customer Support,Revenue,147006.68,USD,Completed
TXN-286571,2025-10-10,IT,Other Revenue,Other Revenue related to IT,Revenue,228261.68,USD,Completed
TXN-246810,20/10/2024,Operations,Service Revenue,Service Revenue related to Operations,Revenue,47536.42,EUR,Completed
TXN-788400,26/07/2024,IT,Training,Training related to IT,Expense,39823.13,USD,Completed
TXN-232179,2023-01-24,Customer Support,Logistics,Logistics related to Customer Support,Expense,45136.91,GBP,Completed
TXN-134394,2023-07-20,IT,Training,Training related to IT,Expense,48212.60,USD,Completed
TXN-778477,2023-07-08,HR,Subscription Revenue,Subscription Revenue related to HR,Revenue,52941.56,EUR,Completed
TXN-941508,2025-10-23,Sales,Other Revenue,Other Revenue related to Sales,Revenue,69770.36,EUR,Completed
TXN-758090,2025-10-23,IT,Subscription Revenue,Subscription Revenue related to IT,Revenue,45323.08,GBP,Completed
TXN-266212,13/10/2024,HR,Service Revenue,Service Revenue related to HR,Revenue,22259.72,USD,Completed
TXN-868239,2024-03-08,Administration,Other Revenue,Other Revenue related to Administration,Revenue,19857.18,USD,Completed
TXN-901504,2025-03-29,Marketing,Consulting Revenue,Consulting Revenue related to Marketing,Revenue,14027.41,USD,Completed
TXN-595805,2024-09-02,Marketing,Training,Training related to Marketing,Expense,32108.99,USD,Completed
TXN-971084,2023-11-30,R&D,Utilities,Utilities related to R&D,Expense,23152.26,USD,Completed
TXN-252390,2024-12-25,Customer Support,Other Revenue,Other Revenue related to Customer Support,Revenue,176400.71,USD,Completed
TXN-767171,2025-10-28,Operations,Logistics,Logistics related to Operations,Expense,20355.43,USD,Completed
TXN-427509,13/10/2024,Legal,Procurement,Procurement related to Legal,Expense,25168.77,EUR,Completed
TXN-900165,2023-07-31,Operations,Other Revenue,Other Revenue related to Operations,Revenue,118821.31,EUR,Completed
TXN-123734,09/05/2025,HR,Consulting Revenue,Consulting Revenue related to HR,Revenue,141833.07,EUR,Completed
TXN-554811,2023-05-05,Operations,Service Revenue,Service Revenue related to Operations,Revenue,50638.97,USD,Completed
TXN-271738,2024-12-22,Marketing,Product Sales,Product Sales related to Marketing,Revenue,207964.74,EUR,Completed
TXN-579327,2024-02-10,Finance,Cloud Infrastructure,Cloud Infrastructure related to Finance,Expense,5520.50,EUR,Completed
TXN-536931,29/12/2023,Operations,Training,Training related to Operations,Expense,40968.96,USD,Completed
TXN-678835,2025-03-22,Administration,Utilities,Utilities related to Administration,Expense,1803.32,GBP,Completed
TXN-100324,2023-09-26,Legal,Logistics,Logistics related to Legal,Expense,46175.70,USD,Completed
TXN-921535,2025-10-08,HR,Maintenance,Maintenance related to HR,Expense,31087.12,EUR,Completed
TXN-361777,30/06/2024,Sales,Maintenance,Maintenance related to Sales,Expense,43417.81,GBP,Completed
TXN-672863,2025-01-01,Logistics,Other Revenue,Other Revenue related to Logistics,Revenue,37459.37,USD,Completed
TXN-728309,2025-11-27,Marketing,Procurement,Procurement related to Marketing,Expense,47655.87,USD,Completed
TXN-977009,2023-05-18,IT,Consulting Revenue,Consulting Revenue related to IT,Revenue,87354.60,USD,Completed
TXN-250996,21/09/2025,Customer Support,Travel,Travel related to Customer Support,Expense,48757.72,GBP,Completed
TXN-296832,28/02/2025,Finance,Other Revenue,Other Revenue related to Finance,Revenue,25070.65,USD,Completed
TXN-812287,06/08/2023,Operations,Software,Software related to Operations,Expense,8301.75,USD,Completed
TXN-243188,2024-01-28,R&D,Service Revenue,Service Revenue related to R&D,Revenue,104836.76,USD,Completed
TXN-751510,2024-08-28,R&D,Office,Office related to R&D,Expense,22340.49,USD,Completed
TXN-419672,2025-12-18,Administration,Consulting Revenue,Consulting Revenue related to Administration,Revenue,67376.08,USD,Completed
TXN-976609,23/10/2023,Logistics,Subscription Revenue,Subscription Revenue related to Logistics,Revenue,48828.34,GBP,Completed
TXN-603355,2023-05-10,Procurement,Utilities,Utilities related to Procurement,Expense,8868.53,EUR,Completed
TXN-459322,2025-03-14,Marketing,Service Revenue,Service Revenue related to Marketing,Revenue,"$20,762.98",USD,Completed
TXN-781662,2024-05-07,HR,Professional Services,Professional Services related to HR,Expense,49296.78,USD,Completed
TXN-173772,2025-07-28,R&D,Training,Training related to R&D,Expense,42443.56,GBP,Completed
TXN-225115,2025-12-08,Administration,Travel,Travel related to Administration,Expense,32590.20,USD,Completed
TXN-577496,2025-01-30,Sales,Marketing,Marketing related to Sales,Expense,"$15,272.18",USD,Completed
TXN-424094,2023-08-21,R&D,Office,Office related to R&D,Expense,"$25,336.17",USD,Completed
TXN-322309,2023-03-18,Marketing,Procurement,Procurement related to Marketing,Expense,2332.76,EUR,Completed
TXN-368215,2025-09-08,Procurement,Service Revenue,Service Revenue related to Procurement,Revenue,"$118,043.13",USD,Completed
TXN-538074,2024-10-29,Customer Support,Subscription Revenue,Subscription Revenue related to Customer Support,Revenue,103397.01,USD,Completed
TXN-547800,18/06/2025,Procurement,Procurement,Procurement related to Procurement,Expense,5749.09,EUR,Completed
TXN-270292,2024-06-26,R&D,Consulting Revenue,Consulting Revenue related to R&D,Revenue,"$59,766.27",USD,Completed
TXN-791740,12/11/2025,Finance,Salaries,Salaries related to Finance,Expense,21706.10,USD,Completed
TXN-804309,27/11/2023,Legal,Procurement,Procurement related to Legal,Expense,"$38,071.91",USD,Completed
TXN-627494,2023-12-16,Procurement,Consulting Revenue,Consulting Revenue related to Procurement,Revenue,220153.77,USD,Completed
TXN-962718,2024-02-19,Finance,Product Sales,Product Sales related to Finance,Revenue,98865.07,USD,Completed
TXN-626009,2025-05-28,Marketing,Salaries,Salaries related to Marketing,Expense,33391.71,USD,Completed
TXN-523840,11/08/2025,Finance,Marketing,Marketing related to Finance,Expense,"$39,528.66",USD,Completed
TXN-781102,2025-07-14,Administration,Other Revenue,Other Revenue related to Administration,Revenue,130548.87,USD,Completed
TXN-501661,2024-05-30,Finance,Procurement,Procurement related to Finance,Expense,12812.43,GBP,Completed
TXN-831887,2023-02-24,IT,Salaries,Salaries related to IT,Expense,48996.61,GBP,Completed
TXN-547205,2025-08-15,IT,Travel,Travel related to IT,Expense,36064.88,EUR,Completed
TXN-750031,2023-03-31,Administration,Service Revenue,Service Revenue related to Administration,Revenue,113551.84,GBP,Completed
TXN-940283,2024-02-03,IT,Consulting Revenue,Consulting Revenue related to IT,Revenue,109599.76,USD,Completed
TXN-547282,2024-05-19,Administration,Utilities,Utilities related to Administration,Expense,17520.16,USD,Completed
TXN-869601,2025-08-17,HR,Office,Office related to HR,Expense,16447.59,USD,Completed
TXN-685136,29/11/2025,Procurement,Service Revenue,Service Revenue related to Procurement,Revenue,"$526,373.05",USD,Completed
TXN-908235,2025-07-02,HR,Service Revenue,Service Revenue related to HR,Revenue,106758.57,EUR,Completed
TXN-648627,2023-11-07,Procurement,Marketing,Marketing related to Procurement,Expense,12949.94,EUR,Completed
TXN-684888,2024-06-07,Administration,Utilities,Utilities related to Administration,Expense,18984.04,GBP,Completed
TXN-860264,2023-09-17,Logistics,Consulting Revenue,Consulting Revenue related to Logistics,Revenue,68919.02,USD,Completed
TXN-856900,16/04/2023,Administration,Utilities,Utilities related to Administration,Expense,23199.84,USD,Completed
TXN-954609,11/12/2024,Logistics,Service Revenue,Service Revenue related to Logistics,Revenue,1115560.51,USD,Completed
TXN-653251,2023-03-05,Marketing,Service Revenue,Service Revenue related to Marketing,Revenue,"$113,087.81",USD,Completed
TXN-342725,2023-08-07,Customer Support,Procurement,Procurement related to Customer Support,Expense,41553.04,USD,Completed
TXN-471851,28/03/2025,Customer Support,Product Sales,Product Sales related to Customer Support,Revenue,91104.46,USD,Completed
TXN-778876,2023-07-19,Customer Support,Maintenance,Maintenance related to Customer Support,Expense,14022.45,USD,Completed
TXN-948415,2023-12-17,Administration,Travel,Travel related to Administration,Expense,23524.91,USD,Completed
TXN-794689,2025-06-10,Administration,Maintenance,Maintenance related to Administration,Expense,5332.93,USD,Completed
TXN-626369,29/10/2025,Administration,Other Revenue,Other Revenue related to Administration,Revenue,21410.78,EUR,Completed
TXN-211385,2025-06-07,Administration,Product Sales,Product Sales related to Administration,Revenue,81676.99,USD,Completed
TXN-479253,2025-12-29,IT,Other Revenue,Other Revenue related to IT,Revenue,206339.26,USD,Completed
TXN-570852,2025-03-25,HR,Other Revenue,Other Revenue related to HR,Revenue,67435.70,USD,Completed
TXN-607106,2024-05-06,Logistics,Service Revenue,Service Revenue related to Logistics,Revenue,121821.67,USD,Completed
TXN-291228,2024-08-30,Logistics,Professional Services,Professional Services related to Logistics,Expense,"$36,960.50",USD,Completed
TXN-454953,2025-12-18,Procurement,Service Revenue,Service Revenue related to Procurement,Revenue,117565.21,USD,Completed
TXN-341118,26/01/2023,Marketing,Professional Services,Professional Services related to Marketing,Expense,4151.56,USD,Completed
TXN-481371,25/03/2023,Administration,Utilities,Utilities related to Administration,Expense,"$46,261.17",USD,Completed
TXN-655940,2024-07-15,Customer Support,Product Sales,Product Sales related to Customer Support,Revenue,57965.85,USD,Completed
TXN-350107,2023-02-23,Sales,Salaries,Salaries related to Sales,Expense,37931.23,USD,Completed
TXN-660354,04/10/2025,Finance,Consulting Revenue,Consulting Revenue related to Finance,Revenue,65136.12,USD,Completed
TXN-553221,2025-02-08,HR,Consulting Revenue,Consulting Revenue related to HR,Revenue,"$124,388.95",USD,Completed
TXN-813055,2023-03-01,IT,Service Revenue,Service Revenue related to IT,Revenue,"$71,599.25",USD,Completed
TXN-229018,14/05/2024,Legal,Utilities,Utilities related to Legal,Expense,16079.06,USD,Completed
TXN-331392,18/11/2025,Administration,Professional Services,Professional Services related to Administration,Expense,22162.07,USD,Completed
TXN-129657,2024-07-02,Marketing,Subscription Revenue,Subscription Revenue related to Marketing,Revenue,40114.44,GBP,Completed
TXN-662448,25/09/2024,Customer Support,Service Revenue,Service Revenue related to Customer Support,Revenue,88356.83,USD,Completed
TXN-811696,20/12/2023,Administration,Logistics,Logistics related to Administration,Expense,14639.63,USD,Completed
TXN-150679,2023-04-13,Procurement,Logistics,Logistics related to Procurement,Expense,26001.13,USD,Completed
TXN-367487,2023-03-31,Logistics,Subscription Revenue,Subscription Revenue related to Logistics,Revenue,101331.50,USD,Completed
TXN-835017,2025-09-11,Customer Support,Service Revenue,Service Revenue related to Customer Support,Revenue,642122.24,USD,Completed
TXN-734433,2023-03-20,Customer Support,Logistics,Logistics related to Customer Support,Expense,46171.39,USD,Completed
TXN-361408,2023-08-07,Customer Support,Service Revenue,Service Revenue related to Customer Support,Revenue,97807.65,USD,Completed
TXN-977099,2025-04-03,Finance,Salaries,Salaries related to Finance,Expense,29623.83,USD,Completed
TXN-305688,06/07/2023,Procurement,Professional Services,Professional Services related to Procurement,Expense,36522.36,USD,Completed
TXN-316760,04/11/2024,Operations,Logistics,Logistics related to Operations,Expense,"$102,616.35",USD,Completed
TXN-661737,2025-11-27,Legal,Utilities,Utilities related to Legal,Expense,41109.95,USD,Completed
TXN-330750,03/05/2024,Administration,Subscription Revenue,Subscription Revenue related to Administration,Revenue,"$7,571.58",USD,Completed
TXN-648440,2023-09-24,HR,Subscription Revenue,Subscription Revenue related to HR,Revenue,148359.37,EUR,Completed
TXN-427544,17/09/2024,Legal,Maintenance,Maintenance related to Legal,Expense,"$13,652.74",USD,Completed
TXN-519431,2024-06-11,Logistics,Travel,Travel related to Logistics,Expense,"$28,429.30",USD,Completed
TXN-827866,2024-11-10,IT,Service Revenue,Service Revenue related to IT,Revenue,98266.89,USD,Completed
TXN-473195,2024-09-29,Sales,Training,Training related to Sales,Expense,22503.46,EUR,Completed
TXN-323467,2023-05-23,Customer Support,Cloud Infrastructure,Cloud Infrastructure related to Customer Support,Expense,28485.30,USD,Completed
TXN-571863,2025-04-08,Sales,Product Sales,Product Sales related to Sales,Revenue,35957.78,USD,Completed
TXN-289366,2024-02-20,R&D,Utilities,Utilities related to R&D,Expense,26512.86,USD,Completed
TXN-578024,2025-04-17,Legal,Maintenance,Maintenance related to Legal,Expense,"$16,319.87",USD,Completed
TXN-769683,24/05/2025,Logistics,Subscription Revenue,Subscription Revenue related to Logistics,Revenue,54629.12,USD,Completed
TXN-272759,2025-12-26,Marketing,Subscription Revenue,Subscription Revenue related to Marketing,Revenue,106190.41,EUR,Completed
TXN-743908,2025-12-28,Legal,Professional Services,Professional Services related to Legal,Expense,26349.37,USD,Completed
TXN-106864,2024-12-19,Legal,Procurement,Procurement related to Legal,Expense,"$1,773.38",USD,Completed
TXN-968694,2024-03-07,Customer Support,Salaries,Salaries related to Customer Support,Expense,"$16,252.82",USD,Completed
TXN-234873,2023-06-17,Customer Support,Subscription Revenue,Subscription Revenue related to Customer Support,Revenue,62933.46,USD,Completed
TXN-566030,2025-05-27,Administration,Product Sales,Product Sales related to Administration,Revenue,38384.86,USD,Completed
TXN-545447,27/01/2024,Operations,Subscription Revenue,Subscription Revenue related to Operations,Revenue,74944.88,USD,Completed
TXN-101428,2024-07-23,Sales,Subscription Revenue,Subscription Revenue related to Sales,Revenue,115990.32,EUR,Completed
TXN-259089,2025-10-22,Administration,Consulting Revenue,Consulting Revenue related to Administration,Revenue,148030.77,EUR,Completed
TXN-473571,2023-06-27,Customer Support,Procurement,Procurement related to Customer Support,Expense,21744.49,USD,Completed
TXN-361238,2025-06-09,Logistics,Consulting Revenue,Consulting Revenue related to Logistics,Revenue,19790.25,USD,Completed
TXN-735913,2023-10-07,Finance,Product Sales,Product Sales related to Finance,Revenue,65042.50,USD,Completed
TXN-935562,2024-08-15,Operations,Maintenance,Maintenance related to Operations,Expense,39273.10,USD,Completed
TXN-715688,2024-10-04,R&D,Service Revenue,Service Revenue related to R&D,Revenue,38609.31,USD,Completed
TXN-957447,2023-08-30,HR,Office,Office related to HR,Expense,26151.91,USD,Completed
TXN-126005,2025-05-17,HR,Subscription Revenue,Subscription Revenue related to HR,Revenue,117467.28,USD,Completed
TXN-863183,2024-10-08,Operations,Training,Training related to Operations,Expense,42442.58,USD,Completed
TXN-838617,2023-11-29,R&D,Service Revenue,Service Revenue related to R&D,Revenue,102640.90,USD,Completed
TXN-512330,2025-01-15,Operations,Marketing,Marketing related to Operations,Expense,36803.19,USD,Completed
TXN-224089,2024-06-05,Finance,Training,Training related to Finance,Expense,"$16,311.77",USD,Completed
TXN-614853,2023-06-13,Sales,Training,Training related to Sales,Expense,9882.62,USD,Completed
TXN-289536,2023-01-04,Administration,Product Sales,Product Sales related to Administration,Revenue,145030.27,USD,Completed
TXN-777822,2025-02-06,Customer Support,Subscription Revenue,Subscription Revenue related to Customer Support,Revenue,"$101,922.14",USD,Completed
TXN-644143,22/10/2025,Logistics,Product Sales,Product Sales related to Logistics,Revenue,33812.81,USD,Completed
TXN-903487,2024-04-06,Operations,Professional Services,Professional Services related to Operations,Expense,17787.50,EUR,Completed
TXN-892048,2024-10-21,Marketing,Utilities,Utilities related to Marketing,Expense,7096.18,EUR,Completed
TXN-836009,2025-02-10,Customer Support,Software,Software related to Customer Support,Expense,42914.73,USD,Completed
TXN-921051,08/11/2025,Marketing,Service Revenue,Service Revenue related to Marketing,Revenue,12977.60,USD,Completed
TXN-643090,2023-10-06,Finance,Travel,Travel related to Finance,Expense,3498.48,USD,Completed
TXN-664520,2023-02-11,Administration,Other Revenue,Other Revenue related to Administration,Revenue,41745.59,EUR,Completed
TXN-193246,2024-02-04,Customer Support,Software,Software related to Customer Support,Expense,"$12,169.93",USD,Completed
TXN-466489,2025-07-04,Operations,Other Revenue,Other Revenue related to Operations,Revenue,"$106,374.12",USD,Completed
TXN-139415,2025-09-16,Customer Support,Cloud Infrastructure,Cloud Infrastructure related to Customer Support,Expense,14494.56,USD,Completed
TXN-778173,2023-02-11,HR,Cloud Infrastructure,Cloud Infrastructure related to HR,Expense,30732.18,USD,Completed
TXN-936554,2025-11-05,Operations,Maintenance,Maintenance related to Operations,Expense,35391.07,GBP,Completed
TXN-441125,20/05/2023,IT,Service Revenue,Service Revenue related to IT,Revenue,"$135,020.31",USD,Completed
TXN-630425,2025-07-01,Legal,Salaries,Salaries related to Legal,Expense,34598.57,USD,Completed
TXN-912180,19/12/2023,Operations,Training,Training related to Operations,Expense,2486.55,USD,Completed
TXN-770926,2023-09-28,HR,Subscription Revenue,Subscription Revenue related to HR,Revenue,79945.16,USD,Completed
TXN-157410,03/10/2023,Customer Support,Cloud Infrastructure,Cloud Infrastructure related to Customer Support,Expense,37157.79,GBP,Completed
TXN-363142,2024-09-23,Legal,Marketing,Marketing related to Legal,Expense,8909.26,USD,Completed
TXN-421575,20/06/2024,Operations,Consulting Revenue,Consulting Revenue related to Operations,Revenue,43119.23,USD,Completed
TXN-571312,2025-02-22,IT,Professional Services,Professional Services related to IT,Expense,6662.41,USD,Completed
TXN-525812,2023-09-03,R&D,Consulting Revenue,Consulting Revenue related to R&D,Revenue,147314.28,USD,Completed
TXN-984497,2024-12-31,Marketing,Office,Office related to Marketing,Expense,15335.84,USD,Completed
